1,fafef260-9753-43de-9145-9c0a52855027,test_export_for_giovanni,,2015-03-13 11:45:06.42127,,2
2,8c22e1a4-c2f8-4aa9-9c23-218afc6190a6,20150503-005727,aiida.import,2015-05-03 00:57:27.78487,,1
