1,4
2,17
2,18
2,19
2,20
2,28
2,32
1,42
1,47
1,51
1,57
1,61
1,62
1,65
2,67
2,70
2,74
2,82
1,84
1,85
2,103
2,106
2,110
2,114
2,118
2,122
2,131
1,133
2,143
1,148
1,155
2,156
2,158
1,159
2,165
2,169
2,173
1,174
2,183
2,188
1,189
2,192
2,195
2,199
2,203
1,215
1,218
1,221
2,224
2,229
2,231
2,232
1,234
1,235
2,236
2,237
2,248
2,250
2,251
2,252
2,253
2,254
2,266
2,274
2,275
2,276
2,279
2,283
2,287
2,292
2,295
2,296
2,297
1,300
1,301
2,303
2,304
2,307
1,309
1,314
1,315
1,317
2,321
1,324
1,328
1,333
2,348
2,352
2,355
2,359
1,368
2,381
2,385
2,391
2,392
2,393
2,395
2,398
2,401
1,406
1,407
2,413
2,417
2,421
2,430
2,434
1,439
2,450
2,453
1,454
1,458
1,462
2,471
2,472
2,476
2,481
2,482
2,484
1,485
2,486
2,490
2,491
2,492
2,493
2,494
1,495
2,496
2,499
2,517
2,520
2,522
2,523
2,524
2,525
2,526
2,527
2,528
2,529
2,530
2,531
2,533
2,546
2,550
1,554
1,555
1,558
2,566
2,572
2,573
2,574
2,578
1,580
2,584
2,585
2,588
2,591
2,595
2,601
2,606
2,611
2,612
2,613
2,618
2,627
2,630
2,639
2,641
2,644
1,648
2,655
2,659
1,663
2,681
2,688
2,699
2,701
2,702
2,703
2,707
1,711
2,716
2,720
2,724
2,728
2,730
1,731
2,732
2,740
2,745
2,746
1,747
2,748
2,749
2,750
2,751
2,752
2,754
2,755
2,758
2,760
2,764
2,768
2,780
2,784
2,785
2,788
2,789
1,798
1,802
2,806
2,807
2,810
2,815
1,816
1,819
1,822
2,824
2,826
2,827
2,829
2,844
2,847
2,850
2,854
2,860
2,867
2,875
2,900
2,904
2,905
2,907
2,908
2,920
2,921
2,922
2,923
1,940
2,944
2,948
2,950
1,951
1,952
2,953
2,958
2,960
2,963
2,966
1,971
1,973
2,975
1,977
1,981
1,986
1,995
2,1000
2,1008
2,1011
2,1014
1,1028
2,1032
2,1033
1,1036
2,1037
2,1044
1,1047
2,1048
2,1049
2,1053
2,1057
2,1060
2,1062
2,1064
2,1065
2,1067
2,1069
2,1073
2,1085
2,1087
2,1091
2,1094
2,1104
2,1131
2,1135
2,1138
2,1142
2,1146
2,1147
2,1161
1,1164
2,1165
2,1174
2,1178
2,1180
1,1182
1,1184
2,1188
2,1190
2,1195
2,1196
2,1213
1,1216
2,1224
2,1228
2,1234
1,1242
1,1244
2,1247
2,1258
2,1261
2,1262
2,1265
2,1266
2,1267
1,1269
2,1270
2,1271
2,1272
2,1275
2,1278
2,1279
2,1280
2,1281
1,1289
1,1293
1,1294
1,1298
1,1303
2,1304
1,1305
2,1310
2,1315
2,1318
2,1327
2,1336
2,1340
2,1343
2,1346
2,1353
2,1354
2,1355
2,1361
2,1364
2,1366
2,1367
2,1368
2,1373
2,1375
1,1376
2,1387
1,1391
2,1392
2,1398
2,1400
2,1402
2,1406
2,1410
2,1416
2,1419
2,1423
1,1425
1,1430
1,1436
2,1452
2,1453
2,1455
2,1456
2,1457
2,1458
2,1462
2,1463
2,1466
2,1467
2,1468
2,1469
2,1471
2,1475
2,1476
2,1477
2,1479
2,1483
2,1487
2,1497
2,1504
2,1511
1,1512
1,1518
2,1520
2,1523
1,1524
2,1526
2,1528
2,1532
2,1538
2,1539
2,1544
2,1555
1,1556
2,1557
2,1566
2,1567
2,1568
2,1569
2,1570
2,1571
2,1572
2,1573
2,1575
2,1581
2,1585
2,1586
1,1604
1,1606
1,1609
1,1636
1,1642
1,1644
1,1646
2,1649
2,1650
2,1654
2,1670
2,1674
2,1675
2,1679
2,1682
2,1690
2,1694
1,1704
1,1705
1,1708
1,1712
2,1716
2,1724
2,1736
2,1740
2,1741
2,1745
2,1747
2,1755
2,1756
2,1757
2,1765
2,1771
2,1772
2,1793
2,1797
2,1801
2,1803
1,1808
2,1817
2,1818
2,1832
1,1836
2,1837
2,1840
2,1843
2,1846
2,1847
2,1848
2,1850
1,1851
2,1856
2,1857
2,1858
2,1862
1,1865
1,1868
1,1871
1,1872
2,1873
1,1874
2,1876
2,1878
2,1879
1,1882
1,1893
1,1898
1,1899
2,1910
1,1912
2,1923
1,1930
1,1932
1,1937
2,1940
2,1943
1,1947
1,1950
1,1952
2,1954
2,1955
2,1963
2,1964
2,1965
2,1966
1,1968
1,1971
1,1979
1,1981
2,1997
2,2001
2,2007
2,2011
2,2017
2,2021
2,2022
2,2026
2,2030
2,2032
2,2033
2,2034
2,2036
2,2038
2,2049
2,2051
1,2055
2,2067
2,2068
1,2069
2,2070
2,2089
2,2091
2,2095
2,2098
2,2099
1,2102
2,2110
2,2114
2,2116
2,2118
2,2122
2,2125
2,2132
2,2133
2,2134
2,2135
2,2138
2,2139
2,2140
1,2144
1,2150
1,2154
1,2155
1,2156
1,2158
1,2164
1,2186
2,2191
2,2193
2,2194
2,2196
1,2200
1,2202
2,2231
2,2232
2,2233
2,2237
2,2238
2,2242
2,2252
2,2253
1,2256
1,2259
2,2265
2,2269
2,2271
2,2272
2,2273
2,2274
2,2275
2,2276
2,2279
2,2283
2,2285
2,2287
2,2291
2,2294
1,2301
1,2302
2,2305
2,2309
2,2313
2,2316
2,2320
2,2327
1,2337
2,2341
2,2345
2,2349
2,2357
2,2358
2,2359
1,2365
1,2367
1,2373
2,2375
2,2379
2,2383
2,2393
2,2394
2,2395
2,2396
2,2397
2,2398
2,2412
2,2413
2,2417
2,2418
2,2422
1,2431
1,2432
2,2434
2,2437
2,2446
2,2447
2,2448
2,2449
2,2450
2,2451
2,2452
2,2453
2,2457
2,2478
2,2483
2,2484
2,2487
2,2488
2,2489
2,2490
1,2496
1,2497
2,2505
2,2506
2,2507
2,2514
2,2518
2,2523
2,2526
2,2531
2,2535
2,2536
1,2563
2,2565
2,2566
2,2568
2,2571
2,2575
2,2586
2,2587
2,2591
1,2594
2,2597
1,2603
2,2614
2,2618
2,2622
2,2626
1,2636
2,2640
2,2643
2,2645
2,2646
2,2648
2,2649
2,2650
2,2651
2,2652
2,2669
2,2672
2,2673
2,2681
2,2685
2,2689
2,2693
2,2695
2,2698
2,2703
2,2707
1,2709
2,2715
2,2716
2,2719
1,2730
1,2731
2,2734
2,2735
2,2737
2,2738
2,2741
2,2746
2,2749
1,2758
1,2768
1,2772
2,2775
2,2777
2,2778
2,2780
2,2786
1,2793
1,2794
2,2797
2,2798
2,2800
1,2804
2,2808
1,2811
2,2812
2,2813
1,2818
1,2821
2,2827
2,2830
2,2831
2,2832
1,2833
1,2835
2,2840
2,2842
2,2846
2,2849
2,2851
1,2853
1,2854
1,2855
1,2859
1,2860
2,2869
2,2872
1,2875
1,2882
1,2883
1,2890
2,2891
1,2898
1,2899
1,2900
1,2901
2,2912
2,2915
1,2916
2,2928
2,2929
2,2933
1,2934
2,2936
2,2940
2,2944
2,2946
2,2950
1,2960
1,2962
2,2973
2,2977
2,2981
1,2985
1,2988
1,2989
1,2990
1,2991
2,2994
2,2996
2,2999
2,3001
2,3002
2,3011
2,3015
1,3027
2,3032
2,3037
2,3039
2,3040
1,3045
1,3050
1,3054
2,3059
2,3063
2,3065
2,3069
2,3074
2,3075
2,3076
2,3077
2,3078
2,3079
2,3080
2,3082
2,3092
2,3094
2,3096
1,3098
2,3105
2,3106
1,3108
1,3109
1,3110
1,3111
1,3112
2,3113
2,3115
2,3119
2,3123
1,3127
2,3128
1,3129
2,3141
2,3147
2,3151
2,3157
2,3169
2,3173
1,3178
1,3181
2,3196
1,3199
2,3205
1,3206
1,3216
1,3217
2,3219
1,3221
1,3225
1,3226
2,3228
2,3229
2,3230
2,3231
2,3232
2,3233
