1,3203,IMPORTED,2015-05-03 00:56:07.164882
2,11945,IMPORTED,2015-05-03 00:56:07.16491
3,1554,IMPORTED,2015-05-03 00:56:07.164924
4,7805,IMPORTED,2015-05-03 00:56:07.164935
5,216,IMPORTED,2015-05-03 00:56:07.164946
6,21814,IMPORTED,2015-05-03 00:56:07.164957
7,8354,IMPORTED,2015-05-03 00:56:07.164968
8,19154,IMPORTED,2015-05-03 00:56:07.164978
9,4926,IMPORTED,2015-05-03 00:56:07.164988
10,16728,IMPORTED,2015-05-03 00:56:07.164999
11,3845,IMPORTED,2015-05-03 00:56:07.16501
12,1293,IMPORTED,2015-05-03 00:56:07.165019
13,4091,IMPORTED,2015-05-03 00:56:07.165028
14,16109,IMPORTED,2015-05-03 00:56:07.165063
15,2945,IMPORTED,2015-05-03 00:56:07.165096
16,20304,IMPORTED,2015-05-03 00:56:07.165122
17,10792,IMPORTED,2015-05-03 00:56:07.165133
18,14324,IMPORTED,2015-05-03 00:56:07.165145
19,2823,IMPORTED,2015-05-03 00:56:07.165155
20,15984,IMPORTED,2015-05-03 00:56:07.165165
21,22005,IMPORTED,2015-05-03 00:56:07.165176
22,16271,IMPORTED,2015-05-03 00:56:07.165186
23,15548,IMPORTED,2015-05-03 00:56:07.165196
24,23380,IMPORTED,2015-05-03 00:56:07.165206
25,14851,IMPORTED,2015-05-03 00:56:07.165216
26,8351,IMPORTED,2015-05-03 00:56:07.165226
27,2401,IMPORTED,2015-05-03 00:56:07.165236
28,17163,IMPORTED,2015-05-03 00:56:07.165247
29,8879,IMPORTED,2015-05-03 00:56:07.165257
30,3267,IMPORTED,2015-05-03 00:56:07.165266
31,18431,IMPORTED,2015-05-03 00:56:07.165276
32,18888,IMPORTED,2015-05-03 00:56:07.165286
33,10691,IMPORTED,2015-05-03 00:56:07.165296
34,1715,IMPORTED,2015-05-03 00:56:07.165306
35,18999,IMPORTED,2015-05-03 00:56:07.165316
36,9560,IMPORTED,2015-05-03 00:56:07.165326
37,8213,IMPORTED,2015-05-03 00:56:07.165336
38,422,IMPORTED,2015-05-03 00:56:07.165346
39,9487,IMPORTED,2015-05-03 00:56:07.165356
40,12219,IMPORTED,2015-05-03 00:56:07.165366
41,1451,IMPORTED,2015-05-03 00:56:07.165376
42,12446,IMPORTED,2015-05-03 00:56:07.165386
43,10999,IMPORTED,2015-05-03 00:56:07.165396
44,10266,IMPORTED,2015-05-03 00:56:07.165406
45,10076,IMPORTED,2015-05-03 00:56:07.165416
46,20198,IMPORTED,2015-05-03 00:56:07.165426
47,9673,IMPORTED,2015-05-03 00:56:07.165436
48,3744,IMPORTED,2015-05-03 00:56:07.165446
49,19085,IMPORTED,2015-05-03 00:56:07.165457
50,17875,IMPORTED,2015-05-03 00:56:07.165467
51,14903,IMPORTED,2015-05-03 00:56:07.165477
52,17533,IMPORTED,2015-05-03 00:56:07.165486
53,13648,IMPORTED,2015-05-03 00:56:07.165496
54,14794,IMPORTED,2015-05-03 00:56:07.165506
55,9701,IMPORTED,2015-05-03 00:56:07.165516
56,14449,IMPORTED,2015-05-03 00:56:07.165526
57,10715,IMPORTED,2015-05-03 00:56:07.165536
58,8249,IMPORTED,2015-05-03 00:56:07.165545
59,23497,IMPORTED,2015-05-03 00:56:07.165555
60,3352,IMPORTED,2015-05-03 00:56:07.165565
61,12848,IMPORTED,2015-05-03 00:56:07.165592
62,916,IMPORTED,2015-05-03 00:56:07.165603
63,23212,IMPORTED,2015-05-03 00:56:07.165613
64,2635,IMPORTED,2015-05-03 00:56:07.165623
65,13912,IMPORTED,2015-05-03 00:56:07.165633
66,16588,IMPORTED,2015-05-03 00:56:07.165642
67,5272,IMPORTED,2015-05-03 00:56:07.165652
68,22535,IMPORTED,2015-05-03 00:56:07.165662
69,5010,IMPORTED,2015-05-03 00:56:07.165671
70,6861,IMPORTED,2015-05-03 00:56:07.165681
71,18722,IMPORTED,2015-05-03 00:56:07.16569
72,1402,IMPORTED,2015-05-03 00:56:07.1657
73,418,IMPORTED,2015-05-03 00:56:07.16571
74,18882,IMPORTED,2015-05-03 00:56:07.16572
75,223,IMPORTED,2015-05-03 00:56:07.16573
76,14810,IMPORTED,2015-05-03 00:56:07.16574
77,8257,IMPORTED,2015-05-03 00:56:07.165749
78,9778,IMPORTED,2015-05-03 00:56:07.165759
79,18918,IMPORTED,2015-05-03 00:56:07.165768
80,16848,IMPORTED,2015-05-03 00:56:07.165778
81,2006,IMPORTED,2015-05-03 00:56:07.165788
82,20168,IMPORTED,2015-05-03 00:56:07.165798
83,21573,IMPORTED,2015-05-03 00:56:07.165808
84,6114,IMPORTED,2015-05-03 00:56:07.165818
85,21457,IMPORTED,2015-05-03 00:56:07.165827
86,21222,IMPORTED,2015-05-03 00:56:07.165837
87,13766,IMPORTED,2015-05-03 00:56:07.165847
88,17206,IMPORTED,2015-05-03 00:56:07.165857
89,10995,IMPORTED,2015-05-03 00:56:07.165867
90,20141,IMPORTED,2015-05-03 00:56:07.165877
91,4560,IMPORTED,2015-05-03 00:56:07.165887
92,21846,IMPORTED,2015-05-03 00:56:07.165897
93,15711,IMPORTED,2015-05-03 00:56:07.165907
94,16198,IMPORTED,2015-05-03 00:56:07.165916
95,10467,IMPORTED,2015-05-03 00:56:07.165926
96,1600,IMPORTED,2015-05-03 00:56:07.165936
97,9368,IMPORTED,2015-05-03 00:56:07.165946
98,10248,IMPORTED,2015-05-03 00:56:07.165956
99,3544,IMPORTED,2015-05-03 00:56:07.165966
100,11420,IMPORTED,2015-05-03 00:56:07.165975
101,3886,IMPORTED,2015-05-03 00:56:07.165985
102,15478,IMPORTED,2015-05-03 00:56:07.165994
103,18081,IMPORTED,2015-05-03 00:56:07.166004
104,4763,IMPORTED,2015-05-03 00:56:07.166014
105,18581,IMPORTED,2015-05-03 00:56:07.166024
106,10666,IMPORTED,2015-05-03 00:56:07.166033
107,13627,IMPORTED,2015-05-03 00:56:07.166043
108,850,IMPORTED,2015-05-03 00:56:07.166054
109,17979,IMPORTED,2015-05-03 00:56:07.166064
110,23111,IMPORTED,2015-05-03 00:56:07.166091
111,22297,IMPORTED,2015-05-03 00:56:07.1661
112,11894,IMPORTED,2015-05-03 00:56:07.166103
113,4924,IMPORTED,2015-05-03 00:56:07.166156
114,1013,IMPORTED,2015-05-03 00:56:07.166178
115,17180,IMPORTED,2015-05-03 00:56:07.166189
116,7718,IMPORTED,2015-05-03 00:56:07.166199
117,9963,IMPORTED,2015-05-03 00:56:07.166208
118,10707,IMPORTED,2015-05-03 00:56:07.166218
119,12106,IMPORTED,2015-05-03 00:56:07.166228
120,15965,IMPORTED,2015-05-03 00:56:07.166237
121,398,IMPORTED,2015-05-03 00:56:07.166247
122,16575,IMPORTED,2015-05-03 00:56:07.166256
123,21199,IMPORTED,2015-05-03 00:56:07.166266
124,14603,IMPORTED,2015-05-03 00:56:07.166276
125,20876,IMPORTED,2015-05-03 00:56:07.166286
